stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
6060,2360,"Gandrų st.","link Šiaurės g.",54.69521,25.41434,https://www.stops.lt/vilnius/index.html#stop/2360,,
5383,2308,"Girininkija","link miesto",54.69439,25.36363,https://www.stops.lt/vilnius/index.html#stop/2308,,
5384,2309,"Girininkija","iš miesto",54.69459,25.36486,https://www.stops.lt/vilnius/index.html#stop/2309,,
6056,2344,"Ievų st.","link Arimų g.",54.69433,25.40838,https://www.stops.lt/vilnius/index.html#stop/2344,,
6057,2343,"Ievų st.","link Šiaurės g.",54.69430,25.40698,https://www.stops.lt/vilnius/index.html#stop/2343,,
6054,2338,"Jankos Kupalos st.","link Arimų g.",54.69432,25.40168,https://www.stops.lt/vilnius/index.html#stop/2338,,
6055,2337,"Jankos Kupalos st.","link Šiaurės g.",54.69445,25.40140,https://www.stops.lt/vilnius/index.html#stop/2337,,
5385,2311,"Kučkuriškės","iš miesto",54.69551,25.36901,https://www.stops.lt/vilnius/index.html#stop/2311,,
5387,2310,"Kučkuriškės","link miesto",54.69581,25.36955,https://www.stops.lt/vilnius/index.html#stop/2310,,
6062,2365,"Rugiagėlių st.","link Arimų g.",54.69626,25.42181,https://www.stops.lt/vilnius/index.html#stop/2365,,
6064,2364,"Rugiagėlių st.","link Šiaurės g.",54.69608,25.42021,https://www.stops.lt/vilnius/index.html#stop/2364,,
5390,2320,"Širšių st.","link miesto",54.69566,25.38774,https://www.stops.lt/vilnius/index.html#stop/2320,,
5391,2321,"Širšių st.","iš miesto",54.69561,25.38930,https://www.stops.lt/vilnius/index.html#stop/2321,,
5388,2318,"Užtvankos st.","link miesto",54.69670,25.38105,https://www.stops.lt/vilnius/index.html#stop/2318,,
5389,2319,"Užtvankos st.","iš miesto",54.69650,25.38113,https://www.stops.lt/vilnius/index.html#stop/2319,,
5382,2306,"Viadukas","link miesto",54.69397,25.34920,https://www.stops.lt/vilnius/index.html#stop/2306,,
342,2375,"Arimų st.","įlaipinimas",54.70248,25.43145,https://www.stops.lt/vilnius/index.html#stop/2375,,
6068,2373,"Užkiemio st.","link Šiaurės g.",54.69889,25.43281,https://www.stops.lt/vilnius/index.html#stop/2373,,
6069,2374,"Užkiemio st.","link Arimų g.",54.69908,25.43283,https://www.stops.lt/vilnius/index.html#stop/2374,,
5396,2340,"Dūmų st.","link S. Batoro g.",54.69318,25.40137,https://www.stops.lt/vilnius/index.html#stop/2340,,
5415,2339,"Dūmų st.","link Šiaurės g.",54.69318,25.40036,https://www.stops.lt/vilnius/index.html#stop/2339,,
6034,2350,"Grigaičiai","link miesto",54.68156,25.41215,https://www.stops.lt/vilnius/index.html#stop/2350,,
6195,4603,"Galgiai","iš miesto",54.71935,25.41150,https://www.stops.lt/vilnius/index.html#stop/4603,,
548,2330,"Kalno st.","link N.Vilnios",54.70476,25.39286,https://www.stops.lt/vilnius/index.html#stop/2330,,
6221,2377,"Kalno st.","link miesto",54.70491,25.39314,https://www.stops.lt/vilnius/index.html#stop/2377,,
6051,2371,"Linksmoji st.","link Pramonės g.",54.69518,25.43604,https://www.stops.lt/vilnius/index.html#stop/2371,,
6052,2370,"Linksmoji st.","link Parko g.",54.69508,25.43593,https://www.stops.lt/vilnius/index.html#stop/2370,,
6047,2357,"Naujosios Vilnios žiedas","link Pramonės g.",54.68593,25.42996,https://www.stops.lt/vilnius/index.html#stop/2357,,
6048,2359,"Rytų st.","link Pramonės g.",54.69044,25.43374,https://www.stops.lt/vilnius/index.html#stop/2359,,
6049,2358,"Rytų st.","link Parko g.",54.68956,25.43274,https://www.stops.lt/vilnius/index.html#stop/2358,,
7588,2301,"Mildos st.","link miesto",54.69302,25.34210,https://www.stops.lt/vilnius/index.html#stop/2301,,
6040,2349,"Genių st.","iš miesto",54.68798,25.41324,https://www.stops.lt/vilnius/index.html#stop/2349,,
6041,2348,"Genių st.","link miesto",54.68827,25.41255,https://www.stops.lt/vilnius/index.html#stop/2348,,
6073,2356,"Naujosios Vilnios žiedas","įlaipinimas",54.68558,25.42811,https://www.stops.lt/vilnius/index.html#stop/2356,,
7444,2378,"Naujosios Vilnios žiedas","iš miesto",54.68543,25.42889,https://www.stops.lt/vilnius/index.html#stop/2378,,
6044,2355,"Parko st.","link Linksmosios g.",54.68550,25.42610,https://www.stops.lt/vilnius/index.html#stop/2355,,
6045,2354,"Parko st.","link Pergalės g.",54.68561,25.42449,https://www.stops.lt/vilnius/index.html#stop/2354,,
6042,2353,"Respublikinė psichiatrijos ligoninė","iš miesto",54.68563,25.41933,https://www.stops.lt/vilnius/index.html#stop/2353,,
6043,2352,"Respublikinė psichiatrijos ligoninė","link miesto",54.68594,25.41868,https://www.stops.lt/vilnius/index.html#stop/2352,,
6035,2351,"Grigaičiai","iš miesto",54.68198,25.41263,https://www.stops.lt/vilnius/index.html#stop/2351,,
6225,2346,"Tremtinių st.","iš miesto",54.69260,25.41063,https://www.stops.lt/vilnius/index.html#stop/2346,,
1129,2372,"Naujoji Vilnia","įlaipinimas",54.69523,25.44039,https://www.stops.lt/vilnius/index.html#stop/2372,,
5406,2369,"Neries st.","link Linksmosios g.",54.69563,25.42869,https://www.stops.lt/vilnius/index.html#stop/2369,,
5408,2368,"Neries st.","link Pergalės g.",54.69572,25.42939,https://www.stops.lt/vilnius/index.html#stop/2368,,
7653,2380regio,"Polocko kryptis","iš miesto",54.69237,25.46002,https://www.stops.lt/vilnius/index.html#stop/2380regio,,
7654,2381regio,"Polocko kryptis","į miestą",54.69259,25.45939,https://www.stops.lt/vilnius/index.html#stop/2381regio,,
5403,2363,"Pramonės st.","link Linksmosios g.",54.69435,25.41807,https://www.stops.lt/vilnius/index.html#stop/2363,,
5411,2362,"Pramonės st.","link Pergalės g.",54.69448,25.41865,https://www.stops.lt/vilnius/index.html#stop/2362,,
5399,2347,"Tremtinių st.","iš miesto",54.69310,25.41141,https://www.stops.lt/vilnius/index.html#stop/2347,,
7655,2382regio,"Viktariškės","iš miesto",54.69346,25.48062,https://www.stops.lt/vilnius/index.html#stop/2382regio,,
7656,2383aregio,"Viktariškės","į miestą",54.69299,25.47763,https://www.stops.lt/vilnius/index.html#stop/2383aregio,,
6888,1019,"Rokantiškės","link miesto",54.70411,25.36406,https://www.stops.lt/vilnius/index.html#stop/1019,,
5394,2323,"Alberto Kojelavičiaus st.","iš miesto",54.69465,25.39674,https://www.stops.lt/vilnius/index.html#stop/2323,,
6230,2324,"Alberto Kojelavičiaus st.","link miesto",54.69631,25.39844,https://www.stops.lt/vilnius/index.html#stop/2324,,
6211,2331,"Palydovo st.","iš miesto",54.70100,25.40844,https://www.stops.lt/vilnius/index.html#stop/2331,,
6212,2332,"Palydovo st.","link miesto",54.70112,25.40998,https://www.stops.lt/vilnius/index.html#stop/2332,,
6207,2334,"Pupojų st.","iš miesto",54.70272,25.41411,https://www.stops.lt/vilnius/index.html#stop/2334,,
6208,2333,"Pupojų st.","link miesto",54.70183,25.41310,https://www.stops.lt/vilnius/index.html#stop/2333,,
6203,2336,"Šiaurės st.","link miesto",54.70929,25.41681,https://www.stops.lt/vilnius/index.html#stop/2336,,
6204,2335,"Šiaurės st.","iš miesto",54.70863,25.41716,https://www.stops.lt/vilnius/index.html#stop/2335,,
6215,2326,"Uosių st.","link miesto",54.69939,25.40195,https://www.stops.lt/vilnius/index.html#stop/2326,,
6217,2325,"Uosių st.","iš miesto",54.69903,25.40122,https://www.stops.lt/vilnius/index.html#stop/2325,,
6199,1020,"Vakario st.","link N.Vilnios",54.71359,25.41240,https://www.stops.lt/vilnius/index.html#stop/1020,,
6727,2342,"Lelijų st.","iš miesto",54.68949,25.40021,https://www.stops.lt/vilnius/index.html#stop/2342,,
6729,2341,"Lelijų st.","link miesto",54.68973,25.40104,https://www.stops.lt/vilnius/index.html#stop/2341,,
7587,2302,"Mildos st.","iš miesto",54.69147,25.34376,https://www.stops.lt/vilnius/index.html#stop/2302,,
6721,2315,"Pūčkoriai","iš miesto",54.69112,25.36730,https://www.stops.lt/vilnius/index.html#stop/2315,,
6722,2314,"Pūčkoriai","link miesto",54.69145,25.36641,https://www.stops.lt/vilnius/index.html#stop/2314,,
6719,2313,"Pūčkorių atodanga","iš miesto",54.69159,25.36010,https://www.stops.lt/vilnius/index.html#stop/2313,,
6732,2312,"Pūčkorių atodanga","link miesto",54.69193,25.35951,https://www.stops.lt/vilnius/index.html#stop/2312,,
6724,2317,"Stepono Batoro st.","iš miesto",54.69312,25.37896,https://www.stops.lt/vilnius/index.html#stop/2317,,
6725,2316,"Stepono Batoro st.","link miesto",54.69317,25.37802,https://www.stops.lt/vilnius/index.html#stop/2316,,
5400,2345,"Tremtinių st.","link miesto",54.69290,25.40981,https://www.stops.lt/vilnius/index.html#stop/2345,,
5381,2307,"Viadukas","iš miesto",54.69301,25.34898,https://www.stops.lt/vilnius/index.html#stop/2307,,
6218,2328,"Paparčių st.","iš miesto",54.70163,25.39411,https://www.stops.lt/vilnius/index.html#stop/2328,,
6219,2329,"Paparčių st.","link miesto",54.70157,25.39462,https://www.stops.lt/vilnius/index.html#stop/2329,,
6216,2327,"Uosių st.","link miesto",54.69943,25.40141,https://www.stops.lt/vilnius/index.html#stop/2327,,
6887,2305,"Lyglaukiai","iš miesto",54.70237,25.35381,https://www.stops.lt/vilnius/index.html#stop/2305,,
6883,2304,"Šilo st.","iš miesto",54.70009,25.34933,https://www.stops.lt/vilnius/index.html#stop/2304,,
6881,2303,"Viršupis","iš miesto",54.69615,25.34496,https://www.stops.lt/vilnius/index.html#stop/2303,,
16158,4606,"Gerovės st.","link Pergalės g.",54.69073,25.41208,https://www.stops.lt/vilnius/index.html#stop/4606,,
16167,4615,"Gerovės st.","link Darželio g.",54.69065,25.41253,https://www.stops.lt/vilnius/index.html#stop/4615,,
16160,4608,"Karklėnų st.","link Pergalės g.",54.69042,25.42695,https://www.stops.lt/vilnius/index.html#stop/4608,,
16162,4610,"Karklėnų st.","link Linksmosios g.",54.69036,25.42668,https://www.stops.lt/vilnius/index.html#stop/4610,,
16156,4605,"Rytų st.","link Pergalės g.",54.69016,25.43180,https://www.stops.lt/vilnius/index.html#stop/4605,,
16164,4612,"Žvirblių st.","link Pergalės g.",54.69070,25.41891,https://www.stops.lt/vilnius/index.html#stop/4612,,
16165,4613,"Žvirblių st.","link Karklėnų g.",54.69059,25.41844,https://www.stops.lt/vilnius/index.html#stop/4613,,
17007,2429,"Gerviškių st.","iš miesto",54.68233,25.42799,https://www.stops.lt/vilnius/index.html#stop/2429,,
17009,2431,"Gerviškių st.","į miestą",54.68233,25.42822,https://www.stops.lt/vilnius/index.html#stop/2431,,
16453,2426,"Meškonių st.","į miestą",54.67992,25.42000,https://www.stops.lt/vilnius/index.html#stop/2426,,
16454,2427,"Meškonių st.","išlaipinimas",54.68002,25.42011,https://www.stops.lt/vilnius/index.html#stop/2427,,
8373,2379,"Naujoji Vilnia","iš miesto",54.69526,25.43904,https://www.stops.lt/vilnius/index.html#stop/2379,,
8342,2387regio,"Verbų st.","iš miesto",54.69446,25.44467,https://www.stops.lt/vilnius/index.html#stop/2387regio,,
8343,2388regio,"Verbų st.","į miestą",54.69455,25.44464,https://www.stops.lt/vilnius/index.html#stop/2388regio,,
10612,1046,"Duburio st.","link miesto",54.70728,25.39168,https://www.stops.lt/vilnius/index.html#stop/1046,,
14663,1049,"Duburio st.","link N.Vilnios",54.70731,25.39033,https://www.stops.lt/vilnius/index.html#stop/1049,,
10317,1030,"Klonio st.","link miesto",54.70586,25.37112,https://www.stops.lt/vilnius/index.html#stop/1030,,
10319,1031,"Klonio st.","link N.Vilnios",54.70582,25.37100,https://www.stops.lt/vilnius/index.html#stop/1031,,
9606,2393,"Rokantiškių sodai","iš miesto",54.70590,25.37578,https://www.stops.lt/vilnius/index.html#stop/2393,,
9607,2394,"Rokantiškių sodai","link miesto",54.70606,25.37675,https://www.stops.lt/vilnius/index.html#stop/2394,,
9604,2391,"Uosių sodai","iš miesto",54.70754,25.38691,https://www.stops.lt/vilnius/index.html#stop/2391,,
9605,2392,"Uosių sodai","link miesto",54.70770,25.38548,https://www.stops.lt/vilnius/index.html#stop/2392,,
6133,4310,"Sodžiaus st.","iš miesto",54.61364,25.38872,https://www.stops.lt/vilnius/index.html#stop/4310,,
6134,4309,"Sodžiaus st.","link miesto",54.61390,25.38901,https://www.stops.lt/vilnius/index.html#stop/4309,,
6130,4307,"Stankutiškės","iš miesto",54.62039,25.38993,https://www.stops.lt/vilnius/index.html#stop/4307,,
6131,4308,"Stankutiškės","link miesto",54.62085,25.39024,https://www.stops.lt/vilnius/index.html#stop/4308,,
6126,4304,"Daržininkai","iš miesto",54.63720,25.36844,https://www.stops.lt/vilnius/index.html#stop/4304,,
6127,4327,"Daržininkai","link miesto",54.63803,25.36670,https://www.stops.lt/vilnius/index.html#stop/4327,,
6120,4301,"Minsko plentas","iš miesto",54.64434,25.33872,https://www.stops.lt/vilnius/index.html#stop/4301,,
6124,4303,"Nemėžis","iš miesto",54.63997,25.35694,https://www.stops.lt/vilnius/index.html#stop/4303,,
6125,1420,"Nemėžis","link stoties",54.64047,25.35628,https://www.stops.lt/vilnius/index.html#stop/1420,,
6128,4306,"Posūkis","iš miesto",54.62644,25.39308,https://www.stops.lt/vilnius/index.html#stop/4306,,
6129,4329,"Posūkis","link miesto",54.62727,25.39227,https://www.stops.lt/vilnius/index.html#stop/4329,,
6122,4302,"Sodai","iš miesto",54.64243,25.34666,https://www.stops.lt/vilnius/index.html#stop/4302,,
10532,4359,"Ramunių st.","iš miesto",54.63259,25.33531,https://www.stops.lt/vilnius/index.html#stop/4359,,
9680,4351,"Baltarusių st.","iš miesto",54.63364,25.34363,https://www.stops.lt/vilnius/index.html#stop/4351,,
17854,4354,"Smėlio st.","iš miesto",54.63440,25.35045,https://www.stops.lt/vilnius/index.html#stop/4354,,
9681,4353,"Sodybų st.","iš miesto",54.63182,25.32668,https://www.stops.lt/vilnius/index.html#stop/4353,,
9790,4358,"Šveicarų st.","iš miesto",54.63509,25.32657,https://www.stops.lt/vilnius/index.html#stop/4358,,
9677,4350,"Nemėžis","iš miesto",54.63900,25.35580,https://www.stops.lt/vilnius/index.html#stop/4350,,
9678,4352,"Vladislavo Sirokomlės st.","iš miesto",54.63453,25.35393,https://www.stops.lt/vilnius/index.html#stop/4352,,
6978,5139,"Durpių st.","iš miesto",54.59582,25.20494,https://www.stops.lt/vilnius/index.html#stop/5139,,
6979,5138,"Durpių st.","link miesto",54.59657,25.20456,https://www.stops.lt/vilnius/index.html#stop/5138,,
4565,5114,"Pagiriai","į miestą",54.57716,25.19829,https://www.stops.lt/vilnius/index.html#stop/5114,,
4612,5133,"Pirmieji Pagiriai","iš miesto",54.58635,25.21041,https://www.stops.lt/vilnius/index.html#stop/5133,,
4613,5134,"Pirmieji Pagiriai","link miesto",54.58711,25.21116,https://www.stops.lt/vilnius/index.html#stop/5134,,
4563,5112,"Žemieji Pagiriai","iš miesto",54.58150,25.20442,https://www.stops.lt/vilnius/index.html#stop/5112,,
4564,5113,"Žemieji Pagiriai","link miesto",54.58272,25.20609,https://www.stops.lt/vilnius/index.html#stop/5113,,
9468,2721,"Vokės parkas","iš miesto",54.59416,25.21924,https://www.stops.lt/vilnius/index.html#stop/2721,,
9567,2725,"Vokės parkas","link miesto",54.59525,25.21919,https://www.stops.lt/vilnius/index.html#stop/2725,,
9479,3902,"Juliaus Janonio st.","link miesto",54.64765,25.11084,https://www.stops.lt/vilnius/index.html#stop/3902,,
9683,3903,"Juliaus Janonio st.","iš miesto",54.64778,25.10911,https://www.stops.lt/vilnius/index.html#stop/3903,,
9967,2951,"Vilijos st.","link žiedo",54.63484,25.17254,https://www.stops.lt/vilnius/index.html#stop/2951,,
7022,3307,"Gabijos st.","iš centro",54.73135,25.22435,https://www.stops.lt/vilnius/index.html#stop/3307,,
7023,3308,"Gabijos st.","link centro",54.73140,25.22632,https://www.stops.lt/vilnius/index.html#stop/3308,,
687,3303,"Medeinos st.","link centro",54.72871,25.21815,https://www.stops.lt/vilnius/index.html#stop/3303,,
6925,3304,"Medeinos st.","iš centro",54.72967,25.21902,https://www.stops.lt/vilnius/index.html#stop/3304,,
7603,3305,"Skalvių st.","įlaipinimas",54.73455,25.21963,https://www.stops.lt/vilnius/index.html#stop/3305,,
6931,3306,"Skalvių st.","išlaipinimas",54.73471,25.22005,https://www.stops.lt/vilnius/index.html#stop/3306,,
949,3301,"Sūduvių st.","link centro",54.72563,25.21922,https://www.stops.lt/vilnius/index.html#stop/3301,,
5141,3302,"Sūduvių st.","iš centro",54.72646,25.21906,https://www.stops.lt/vilnius/index.html#stop/3302,,
364,3320,"Juliaus Juzeliūno st.","link Laisvės pr.",54.73041,25.23684,https://www.stops.lt/vilnius/index.html#stop/3320,,
6766,3319,"Juliaus Juzeliūno st.","link Ukmergės g.",54.72918,25.23568,https://www.stops.lt/vilnius/index.html#stop/3319,,
6484,3324,"Pašilaičių žiedas","visos kryptys",54.72773,25.23387,https://www.stops.lt/vilnius/index.html#stop/3324,,
6481,3313,"Vilniaus rajono poliklinika","iš centro",54.72332,25.23400,https://www.stops.lt/vilnius/index.html#stop/3313,,
6482,3314,"Vilniaus rajono poliklinika","link centro",54.72281,25.23343,https://www.stops.lt/vilnius/index.html#stop/3314,,
6523,3316,"Žemynos st.","link centro",54.72576,25.23344,https://www.stops.lt/vilnius/index.html#stop/3316,,
6653,3315,"Žemynos st.","iš centro",54.72665,25.23398,https://www.stops.lt/vilnius/index.html#stop/3315,,
7898,3328,"Juliaus Juzeliūno st.","iš centro",54.73054,25.23504,https://www.stops.lt/vilnius/index.html#stop/3328,,
7027,3312,"Pašilaičiai","link centro",54.73141,25.23164,https://www.stops.lt/vilnius/index.html#stop/3312,,
7028,3311,"Pašilaičiai","iš centro",54.73195,25.23050,https://www.stops.lt/vilnius/index.html#stop/3311,,
795,3310,"Deivių st.","įlaipinimas",54.73562,25.22905,https://www.stops.lt/vilnius/index.html#stop/3310,,
7896,3326,"Jurgio Baltrušaičio st.","link centro",54.72934,25.23892,https://www.stops.lt/vilnius/index.html#stop/3326,,
7897,3327,"Jurgio Baltrušaičio st.","iš centro",54.72903,25.23961,https://www.stops.lt/vilnius/index.html#stop/3327,,
8268,3329,"Jurgio Baltrušaičio st.","link centro",54.72944,25.23738,https://www.stops.lt/vilnius/index.html#stop/3329,,
8441,3330,"Skalvių žiedas","galinė st.",54.73482,25.21859,https://www.stops.lt/vilnius/index.html#stop/3330,,
8275,3335,"Pašilaičių žiedas","išlaipinimas",54.72842,25.23430,https://www.stops.lt/vilnius/index.html#stop/3335,,
17333,3338,"Gileikių st.","link centro",54.73576,25.21127,https://www.stops.lt/vilnius/index.html#stop/3338,,
9766,3336,"Pavilnionių st.","link centro",54.73575,25.21449,https://www.stops.lt/vilnius/index.html#stop/3336,,
9768,3337,"Pavilnionių st.","iš centro",54.73569,25.21497,https://www.stops.lt/vilnius/index.html#stop/3337,,
9153,3332,"Perkūno st.","link centro",54.73936,25.22720,https://www.stops.lt/vilnius/index.html#stop/3332,,
449,1210,"Filaretų st.","iš stoties",54.68532,25.30853,https://www.stops.lt/vilnius/index.html#stop/1210,,
6571,0437,"Filaretų st.","link Olandų žiedo",54.68473,25.30917,https://www.stops.lt/vilnius/index.html#stop/0437,,
603,1101,"Krivių st.","iš stoties",54.68802,25.30531,https://www.stops.lt/vilnius/index.html#stop/1101,,
6568,0438,"Krivių st.","link Olandų žiedo",54.68730,25.30562,https://www.stops.lt/vilnius/index.html#stop/0438,,
6572,1209,"Polocko st.","link centro",54.68331,25.31286,https://www.stops.lt/vilnius/index.html#stop/1209,,
6565,0439,"Vasaros st.","link stoties",54.69130,25.30471,https://www.stops.lt/vilnius/index.html#stop/0439,,
6566,1102,"Vasaros st.","iš stoties",54.69122,25.30503,https://www.stops.lt/vilnius/index.html#stop/1102,,
684,1218,"Markučiai","link centro",54.67430,25.32268,https://www.stops.lt/vilnius/index.html#stop/1218,,
387,1217,"Belmontas","link N.Vilnios",54.68403,25.32038,https://www.stops.lt/vilnius/index.html#stop/1217,,
5425,1211,"Belmontas","link centro",54.68379,25.31940,https://www.stops.lt/vilnius/index.html#stop/1211,,
5421,1216,"Mildos st.","link centro",54.69162,25.34337,https://www.stops.lt/vilnius/index.html#stop/1216,,
5372,1213,"Rudens st.","iš centro",54.68640,25.32505,https://www.stops.lt/vilnius/index.html#stop/1213,,
5424,1212,"Rudens st.","link centro",54.68599,25.32358,https://www.stops.lt/vilnius/index.html#stop/1212,,
5373,1215,"Šaudykla","iš centro",54.68902,25.33243,https://www.stops.lt/vilnius/index.html#stop/1215,,
5423,1214,"Šaudykla","link centro",54.68899,25.33066,https://www.stops.lt/vilnius/index.html#stop/1214,,
931,1208,"Srovės st.","link N.Vilnios",54.68188,25.31555,https://www.stops.lt/vilnius/index.html#stop/1208,,
5857,1204,"Vilnelės st.","iš centro",54.67465,25.31948,https://www.stops.lt/vilnius/index.html#stop/1204,,
5858,1205,"Vilnelės st.","link centro",54.67490,25.31879,https://www.stops.lt/vilnius/index.html#stop/1205,,
356,1207,"Drujos st.","link N.Vilnios",54.67878,25.31164,https://www.stops.lt/vilnius/index.html#stop/1207,,
5925,0424,"Drujos st.","link stoties",54.67839,25.31053,https://www.stops.lt/vilnius/index.html#stop/0424,,
1123,1203,"Zarasų st.","link centro",54.67669,25.31012,https://www.stops.lt/vilnius/index.html#stop/1203,,
8336,1206,"Markučiai","link centro",54.67437,25.32209,https://www.stops.lt/vilnius/index.html#stop/1206,,
6705,1414,"Alėja","link N.Vilnios",54.67718,25.38428,https://www.stops.lt/vilnius/index.html#stop/1414,,
6706,1413,"Alėja","link stoties",54.67721,25.38291,https://www.stops.lt/vilnius/index.html#stop/1413,,
6695,1407,"Grūdų st.","link stoties",54.66794,25.35941,https://www.stops.lt/vilnius/index.html#stop/1407,,
6696,1408,"Grūdų st.","link N.Vilnios",54.66867,25.35996,https://www.stops.lt/vilnius/index.html#stop/1408,,
6703,1412,"Įtraukties centras","link N.Vilnios",54.67501,25.36844,https://www.stops.lt/vilnius/index.html#stop/1412,,
6704,1411,"Įtraukties centras","link stoties",54.67492,25.36752,https://www.stops.lt/vilnius/index.html#stop/1411,,
6699,1409,"Pavilnys","link stoties",54.67120,25.36119,https://www.stops.lt/vilnius/index.html#stop/1409,,
6700,1410,"Pavilnys","link N.Vilnios",54.67171,25.36178,https://www.stops.lt/vilnius/index.html#stop/1410,,
6707,1416,"Strielčiukai","link N.Vilnios",54.67783,25.39869,https://www.stops.lt/vilnius/index.html#stop/1416,,
6708,1415,"Strielčiukai","link stoties",54.67790,25.39691,https://www.stops.lt/vilnius/index.html#stop/1415,,
6693,1405,"Garsioji st.","link stoties",54.66689,25.35356,https://www.stops.lt/vilnius/index.html#stop/1405,,
6694,1406,"Garsioji st.","link N.Vilnios",54.66692,25.35541,https://www.stops.lt/vilnius/index.html#stop/1406,,
7716,1427,"Šumsko kryptis","įlaipinimas",54.65889,25.36440,https://www.stops.lt/vilnius/index.html#stop/1427,,
7818,1428,"Ašmenėlės st.","link miesto",54.66035,25.35536,https://www.stops.lt/vilnius/index.html#stop/1428,,
7819,1429,"Ašmenėlės st.","iš miesto",54.66028,25.35559,https://www.stops.lt/vilnius/index.html#stop/1429,,
6688,1401,"Guriai","link stoties",54.66285,25.34007,https://www.stops.lt/vilnius/index.html#stop/1401,,
7710,1422,"Guriai","iš stoties",54.66245,25.34243,https://www.stops.lt/vilnius/index.html#stop/1422,,
7714,1425,"Gurių sodai","iš miesto",54.65986,25.35971,https://www.stops.lt/vilnius/index.html#stop/1425,,
7715,1426,"Gurių sodai","link miesto",54.65997,25.35911,https://www.stops.lt/vilnius/index.html#stop/1426,,
7711,1423,"Pranciškaus Baltraus Šivickio st.","iš miesto",54.66124,25.34986,https://www.stops.lt/vilnius/index.html#stop/1423,,
7712,1424,"Pranciškaus Baltraus Šivickio st.","link miesto",54.66132,25.34958,https://www.stops.lt/vilnius/index.html#stop/1424,,
617,1417,"Kinologijos centras","link stoties",54.64925,25.32053,https://www.stops.lt/vilnius/index.html#stop/1417,,
6121,1418,"Minsko plentas","link stoties",54.64501,25.33736,https://www.stops.lt/vilnius/index.html#stop/1418,,
6123,1419,"Sodai","link stoties",54.64299,25.34566,https://www.stops.lt/vilnius/index.html#stop/1419,,
6687,1402,"Guriai","iš stoties",54.66331,25.34187,https://www.stops.lt/vilnius/index.html#stop/1402,,
6690,1403,"Pavilnio sodai","link stoties",54.66494,25.34565,https://www.stops.lt/vilnius/index.html#stop/1403,,
6691,1404,"Pavilnio sodai","link N.Vilnios",54.66501,25.34655,https://www.stops.lt/vilnius/index.html#stop/1404,,
7364,1421,"Žemasis Pavilnys","",54.67924,25.35934,https://www.stops.lt/vilnius/index.html#stop/1421,,
9660,1436,"Pavilnio regioninis parkas","link Gurių",54.66007,25.33748,https://www.stops.lt/vilnius/index.html#stop/1436,,
9661,1437,"Pavilnio regioninis parkas","link miesto",54.65995,25.33723,https://www.stops.lt/vilnius/index.html#stop/1437,,
16230,1439,"Šumsko kryptis","link miesto",54.65934,25.36306,https://www.stops.lt/vilnius/index.html#stop/1439,,
16231,1440,"Šumsko kryptis","iš miesto",54.65884,25.36494,https://www.stops.lt/vilnius/index.html#stop/1440,,
8344,1434,"Tuputiškės","iš miesto",54.67649,25.34376,https://www.stops.lt/vilnius/index.html#stop/1434,,
8345,1435,"Tuputiškės","link miesto",54.67655,25.34235,https://www.stops.lt/vilnius/index.html#stop/1435,,
8333,1432,"Žemoji st.","iš miesto",54.67615,25.35091,https://www.stops.lt/vilnius/index.html#stop/1432,,
8335,1433,"Žemoji st.","link miesto",54.67619,25.35063,https://www.stops.lt/vilnius/index.html#stop/1433,,
8331,1430,"Žiedų st.","iš miesto",54.67762,25.35552,https://www.stops.lt/vilnius/index.html#stop/1430,,
8332,1431,"Žiedų st.","link miesto",54.67737,25.35472,https://www.stops.lt/vilnius/index.html#stop/1431,,
15639,3318,"Pavilionys","iš centro",54.74167,25.22222,https://www.stops.lt/vilnius/index.html#stop/3318,,
15634,3309,"Perkūnkiemis","link centro",54.73921,25.22016,https://www.stops.lt/vilnius/index.html#stop/3309,,
15636,3317,"Perkūnkiemis","iš centro",54.73854,25.21926,https://www.stops.lt/vilnius/index.html#stop/3317,,
7693,3612,"Bitėnų st.","išlaipinimas",54.70178,25.17195,https://www.stops.lt/vilnius/index.html#stop/3612,,
7694,3613,"Bitėnų st.","link centro",54.70169,25.17235,https://www.stops.lt/vilnius/index.html#stop/3613,,
7790,3621,"Bitėnų žiedas","išlaipinimas",54.70320,25.17291,https://www.stops.lt/vilnius/index.html#stop/3621,,
4526,3609,"Gilužio st.","link centro",54.70400,25.17438,https://www.stops.lt/vilnius/index.html#stop/3609,,
7695,3614,"Gilužio st.","iš centro",54.70451,25.17449,https://www.stops.lt/vilnius/index.html#stop/3614,,
8067,3628,"Karaliaučiaus st.","iš centro",54.70798,25.17510,https://www.stops.lt/vilnius/index.html#stop/3628,,
7948,3623,"Įsruties st.","iš centro",54.71045,25.18122,https://www.stops.lt/vilnius/index.html#stop/3623,,
7949,3624,"Įsruties st.","link centro",54.70994,25.18293,https://www.stops.lt/vilnius/index.html#stop/3624,,
7950,3625,"Pajautos st.","į centrą",54.71050,25.17406,https://www.stops.lt/vilnius/index.html#stop/3625,,
7951,3626,"Pajautos st.","link centro",54.71018,25.17608,https://www.stops.lt/vilnius/index.html#stop/3626,,
7959,3627,"Pajautos st.","iš centro",54.70977,25.17488,https://www.stops.lt/vilnius/index.html#stop/3627,,
8060,3602,"Pilaitė","iš centro",54.70247,25.20345,https://www.stops.lt/vilnius/index.html#stop/3602,,
